id,genre,track_name,artist_name,valence,energy,acousticness,danceability,liveness,loudness,tempo,speechiness,time_signature,key,instrumentalness,mood_encoded,mood
74sngIGybRZ5incA0eq0tJ,spanish,Diez Mil Maneras,David Bisbal,0.741,0.768,0.117,0.664,0.0796,-6.012,153.94,0.031,4,0,0.0,2,Happy
1wkrcfpSpSyhVemGcCjUcZ,spanish,Lloro Por Ti,Enrique Iglesias,0.354,0.755,0.234,0.704,0.11,-6.776,79.977,0.0516,4,10,4.69e-06,2,Happy
1NYlRqRkddYFzJTgVUpmwj,spanish,Recházame,Prince Royce,0.933,0.864,0.0735,0.733,0.0722,-1.956,130.004,0.0328,4,7,4.41e-06,2,Happy
2MioxSroS0g1mi24LLfcnq,spanish,Por un Segundo,Aventura,0.965,0.562,0.137,0.811,0.0623,-10.183,129.039,0.0368,4,5,0.0,2,Happy
4we9CfmWxgzKacZdkkh5eg,spanish,Tantita Pena,Alejandro Fernández,0.912,0.701,0.0615,0.694,0.143,-6.581,90.553,0.0861,4,10,0.0,2,Happy
3dyr9NVX6cZwYelfZLFUYQ,spanish,Amores Platónicos,Julieta Venegas,0.593,0.539,0.404,0.818,0.115,-6.128,116.933,0.0331,4,10,4.28e-06,2,Happy
6j7hih15xG2cdYwIJnQXsq,study,Not Over You,Gavin DeGraw,0.364,0.894,0.255,0.63,0.181,-4.592,142.051,0.0544,4,10,0.0,2,Happy
16NE62lzGmi6ehGTNVI659,study,Basic Space,The xx,0.148,0.208,0.21,0.94,0.105,-15.235,115.872,0.0853,4,9,0.085,3,Sad
3vsWBcTA9h8ggo2nv4eNpm,study,For Those Below (Bonus Track),Mumford & Sons,0.326,0.447,0.566,0.367,0.137,-9.821,116.515,0.0302,4,2,0.00215,3,Sad
6LxSe8YmdPxy095Ux6znaQ,study,Headlines,Drake,0.425,0.566,0.365,0.636,0.0917,-7.16,151.894,0.106,4,6,0.000353,3,Sad
5x9VIW2fS21JMswOt6AORI,study,Classic,MKTO,0.8,0.781,0.0353,0.713,0.155,-4.859,102.078,0.121,4,1,0.0,2,Happy
1hWYT0w2R0J19rlVkiez7X,study,Battle Scars (with Guy Sebastian),Lupe Fiasco,0.494,0.811,0.186,0.517,0.105,-4.526,168.269,0.286,4,5,0.0,1,Energetic
4kO7mrAPfqIrsKwUOK5BFx,study,Midnight City,M83,0.272,0.729,0.0182,0.507,0.0658,-5.399,105.013,0.0393,4,11,1.4e-06,1,Energetic
6D5pfooPP6hi99RaXjkDsP,study,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,0.114,0.813,0.0138,0.567,0.125,-5.744,126.044,0.0581,4,1,9.03e-06,1,Energetic
0eG5CqXwJpa5MBjYyg1lRm,study,Slide,The Goo Goo Dolls,0.471,0.845,0.00753,0.371,0.0556,-4.199,112.198,0.0399,4,8,0.0,1,Energetic
6wZI4mdT8JwXgkGURnBQiq,study,Say,John Mayer,0.541,0.723,0.541,0.485,0.075,-6.565,167.845,0.0317,4,10,1.12e-06,2,Happy
4acmzQsAeMJa5sGFSog7fu,study,The End of Childhood (feat. Jack Liebeck),Dario Marianelli,0.0,0.0445,0.972,0.0,0.0873,-26.44,0.0,0.0,0,0,0.972,0,Calm
3bidbhpOYeV4knp8AIu8Xn,study,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847,0.922,0.0291,0.641,0.0862,-4.457,146.078,0.0786,4,2,0.0,1,Energetic
1uC8D2peyTZAL8NjfnBj1D,study,With Or Without You,2CELLOS,0.296,0.184,0.574,0.417,0.137,-11.3,109.459,0.037,4,2,0.859,0,Calm
3n69hLUdIsSa1WlRmjMZlW,study,Breezeblocks,alt-J,0.293,0.658,0.096,0.615,0.205,-7.299,150.093,0.0343,4,5,0.000911,2,Happy
4ir6xoRDxJmUikNTi0t7Cp,study,The Arrival of Baby Harry,John Williams,0.0349,0.042,0.898,0.0761,0.134,-24.631,80.529,0.0396,3,4,0.648,0,Calm
2QOMGq8wVTZbLmh7McrvgF,study,Scar Tissue,Red Hot Chili Peppers,0.547,0.717,0.0779,0.437,0.108,-4.803,178.085,0.039,4,0,0.00274,2,Happy
5Ukzlujip1Slqka5OY82YS,study,U.N.I.,Ed Sheeran,0.578,0.405,0.323,0.422,0.15,-11.126,74.13,0.101,4,6,0.0,3,Sad
0HewdQ1l9bckQXPfIO3CYH,study,Drink Up Me Hearties Yo Ho,Hans Zimmer,0.161,0.444,0.322,0.126,0.0823,-13.561,67.437,0.0443,4,2,0.93,0,Calm
2PfnAaQIMwHPvmda8MG5jm,study,Slow And Steady,Of Monsters and Men,0.308,0.803,0.0173,0.316,0.36,-7.143,117.195,0.0543,4,8,0.166,2,Happy
3Tnwc30tpPO0U7RWcf0ZYj,study,Let It Go,The Piano Guys,0.496,0.665,0.821,0.601,0.103,-7.533,140.01,0.0322,4,8,0.894,3,Sad
3oL3XRtkP1WVbMxf7dtTdu,study,The One That Got Away,Katy Perry,0.864,0.792,0.000802,0.687,0.2,-4.023,133.962,0.0353,4,1,0.0,1,Energetic
2zzUpZCsVZgA7S2cr6IFwp,study,"Can't Slow Down - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.964,0.096,0.948,0.351,0.227,-20.297,115.945,0.059,5,7,0.82,0,Calm
2E8b9rCHCWNr0CrZSTVJCT,study,Lucky Ones,Lana Del Rey,0.271,0.416,0.778,0.375,0.23,-7.149,134.923,0.0283,4,0,2.48e-06,3,Sad
5IZ1LVW8Q81756dAyvuQbZ,study,"Bagatelle No. 25 in A Minor, WoO 59, ""Für Elise""",Ludwig van Beethoven,0.339,0.089,0.994,0.346,0.0842,-21.752,144.536,0.0406,3,9,0.875,0,Calm
0MhCb3iakymVqQIOeYPSUf,study,Soldier,Gavin DeGraw,0.49,0.74,0.0216,0.479,0.326,-4.307,139.872,0.0422,4,10,0.0,1,Energetic
4nVBt6MZDDP6tRVdQTgxJg,study,Story of My Life,One Direction,0.286,0.663,0.225,0.6,0.119,-5.802,121.07,0.0477,4,3,0.0,1,Energetic
2HHiH52OPxe8qyVO7N4uH7,study,Bad Blood,Bastille,0.94,0.777,0.0157,0.663,0.0755,-5.496,143.003,0.0375,4,5,0.00829,2,Happy
0qcr5FMsEO85NAQjrlDRKo,study,"Let It Go - From ""Frozen""/Soundtrack Version",Various Artists,0.371,0.485,0.558,0.543,0.12,-6.85,136.961,0.0305,4,8,0.0,3,Sad
1PPTlPJqKuL0fdoTmzwXJy,study,A Window to the Past,John Williams,0.139,0.0443,0.954,0.212,0.0998,-24.6,106.632,0.0434,1,9,0.537,0,Calm
6pe8ENsc20Qrib5vgOrFGx,study,The Birth And Death Of The Day,Explosions In The Sky,0.0392,0.569,0.0286,0.131,0.167,-9.925,177.06,0.0534,3,9,0.866,3,Sad
3aLCMI1ybjE4KWu9nkUBkx,study,Submarines,The Lumineers,0.585,0.52,0.908,0.809,0.308,-9.828,95.031,0.0322,4,7,0.125,3,Sad
7psPPGwhFzP3pyOcb3ivcT,study,Unbelievers,Vampire Weekend,0.831,0.811,0.142,0.644,0.169,-7.681,154.903,0.0499,4,11,0.000629,2,Happy
4DBkrkVzx7jxxIjxI6FYvz,study,This Is How We Do,Katy Perry,0.8,0.633,0.0231,0.686,0.0831,-6.073,96.027,0.0483,4,9,0.0,2,Happy
3trS6e40JCVUOpPVt5OdHj,study,Adorn,Miguel,0.235,0.576,0.0543,0.625,0.187,-5.693,179.063,0.175,4,11,4.07e-05,2,Happy
3G6hD9B2ZHOsgf4WfNu7X1,study,Team,Lorde,0.416,0.578,0.167,0.69,0.305,-7.436,99.961,0.0929,4,6,0.0,2,Happy
5HF5PRNJ8KGtbzNPPc93tG,study,King And Lionheart,Of Monsters and Men,0.289,0.655,0.104,0.52,0.124,-6.516,126.593,0.0393,4,3,0.00347,3,Sad
6UaRii9AH6Zss9xNMEQ2M9,study,Love The Way You Lie,Eminem,0.638,0.922,0.246,0.746,0.515,-5.014,86.961,0.236,4,10,0.0,2,Happy
1gihuPhrLraKYrJMAEONyc,study,Feel So Close - Radio Edit,Calvin Harris,0.919,0.924,0.000972,0.707,0.204,-2.842,127.937,0.031,4,7,0.00703,1,Energetic
14fmbvjYLqRZEXz1VZdM2M,study,We Found Love,Rihanna,0.609,0.74,0.0225,0.755,0.124,-4.951,127.98,0.0407,4,1,0.00139,2,Happy
3srcCsCjdbsXQKoWLCXFe5,study,Any Other Name,Thomas Newman,0.0364,0.0116,0.983,0.304,0.104,-33.19,77.84,0.0337,4,7,0.963,0,Calm
4E6cwWJWZw2zWf7VFbH7wf,study,Love Song,Sara Bareilles,0.573,0.786,0.0208,0.583,0.188,-3.142,123.055,0.0301,4,2,0.0,2,Happy
1YI0uK36eupTmw9F8kHysr,study,Sunday Morning,Maroon 5,0.805,0.76,0.0745,0.607,0.0595,-5.229,88.059,0.0482,4,0,0.0,1,Energetic
7tg0OrYieTMcQmxIczNMqE,study,Fine By Me,Andy Grammer,0.863,0.801,0.00975,0.603,0.0443,-4.095,89.998,0.0326,4,11,0.0,1,Energetic
0Fi9tYRYSsMPzNVYdgHY7Q,study,Love Me - Original,Yiruma,0.262,0.256,0.992,0.413,0.103,-21.65,76.787,0.0602,4,5,0.928,0,Calm
6rvo2EAdn5U47Nn9kWhLpz,study,Heartbeat,Childish Gambino,0.368,0.558,0.00339,0.794,0.0548,-6.821,119.928,0.127,4,1,0.000476,2,Happy
4Musyaro0NM5Awx8b5c627,study,The Man Who Can't Be Moved,The Script,0.325,0.629,0.423,0.608,0.0978,-5.024,99.953,0.0264,4,10,0.0,3,Sad
7mntW81TLwxLjexl4jHQ11,study,Look Into The Air,Explosions In The Sky,0.237,0.449,0.653,0.311,0.11,-13.768,86.26,0.0371,4,9,0.785,0,Calm
1CmUZGtH29Kx36C1Hleqlz,study,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.662,0.526,0.0619,0.781,0.0457,-6.985,94.992,0.293,4,6,0.0,2,Happy
0KpfYajJVVGgQ32Dby7e9i,study,"Hey, Soul Sister",Train,0.768,0.885,0.217,0.675,0.086,-4.432,97.03,0.0436,4,1,0.0,2,Happy
1eIyIqYVVMJDi97kCUYS8p,study,Minimal Beat,Lindsey Stirling,0.348,0.736,0.0403,0.429,0.404,-6.897,128.002,0.0591,4,5,0.00882,2,Happy
7Hv89f7Dpm5Hce1XkBbjQZ,summer,On The Floor - Radio Edit,Jennifer Lopez,0.462,0.68,0.0953,0.765,0.138,-6.306,129.998,0.0932,4,11,0.0009,2,Happy
4yFEz5j53bnYoavrMqJY6i,summer,Of The Night,Bastille,0.346,0.827,0.0193,0.673,0.0885,-7.18,124.999,0.0416,4,5,0.000227,2,Happy
3rhnT5RoN7bvPUpMHt1aM9,summer,La La Love,Ivi Adamou,0.647,0.832,0.0568,0.725,0.183,-2.961,131.038,0.0486,4,9,0.0,1,Energetic
4Tyv7nnNTHC6mR1pTubIrw,summer,Drop It Like It's Hot,Snoop Dogg,0.62,0.553,0.188,0.912,0.102,-4.716,91.991,0.205,4,1,0.0,2,Happy
1lbXEepatjRVjoG8pZMtdp,summer,Dreams,Fleetwood Mac,0.785,0.338,0.139,0.823,0.5,-15.899,120.473,0.0413,4,0,0.00129,3,Sad
0DiWol3AO6WpXZgp0goxAV,summer,One More Time,Daft Punk,0.476,0.697,0.0194,0.613,0.332,-8.618,122.746,0.133,4,2,0.0,2,Happy
0VnLohgzwLEleLmo19Z8B0,summer,Go Outside,Cults,0.493,0.697,0.115,0.374,0.343,-6.758,77.549,0.0331,4,2,0.893,3,Sad
5tXyNhNcsnn7HbcABntOSf,summer,DJ Got Us Fallin' In Love,Usher,0.669,0.878,0.03,0.666,0.0828,-2.85,119.932,0.0973,4,7,0.0,1,Energetic
3sQyQlEbhmxH7anwJqFDpw,summer,Who's That Chick ? (feat. Rihanna) [Single Version],David Guetta,0.901,0.661,0.00413,0.675,0.0381,-4.922,127.862,0.0638,4,2,0.0,1,Energetic
7psPPGwhFzP3pyOcb3ivcT,summer,Unbelievers,Vampire Weekend,0.831,0.811,0.142,0.644,0.169,-7.681,154.903,0.0499,4,11,0.000629,2,Happy
3lXYJJYqh2oFL1U3yVec73,summer,Coming of Age,Foster The People,0.425,0.955,0.0219,0.534,0.322,-4.447,130.09,0.0524,4,7,0.00573,1,Energetic
0r9Dtmw0gstt9eC2dAjf2Z,summer,Spectrum - Radio Mix,Zedd,0.381,0.789,0.0148,0.618,0.126,-4.393,129.923,0.0349,4,0,0.00604,2,Happy
0FeCO85RKW8fDRytwXof2x,summer,Go Your Own Way,Fleetwood Mac,0.823,0.812,0.0219,0.597,0.102,-12.062,135.68,0.0315,4,5,0.00106,2,Happy
1jqLJBQwo7yBCqYQWukLkq,summer,Boombastic,Shaggy,0.752,0.788,0.25,0.866,0.342,-8.188,158.412,0.278,4,2,1.97e-05,2,Happy
3G6hD9B2ZHOsgf4WfNu7X1,summer,Team,Lorde,0.416,0.578,0.167,0.69,0.305,-7.436,99.961,0.0929,4,6,0.0,2,Happy
60ZGteAEtPCnGE6zevgUcd,summer,Mountain Sound,Of Monsters and Men,0.37,0.879,0.0421,0.379,0.146,-4.336,102.021,0.0362,4,1,0.00449,1,Energetic
2nGFzvICaeEWjIrBrL2RAx,summer,Put Your Records On,Corinne Bailey Rae,0.542,0.511,0.167,0.739,0.133,-7.844,96.038,0.0362,4,9,1.34e-06,2,Happy
4i0ioe6BC6qvV6FOm6nf7K,summer,The Recipe,Kendrick Lamar,0.473,0.779,0.000621,0.766,0.343,-6.969,130.964,0.114,4,11,0.0,1,Energetic
1mr3616BzLdhXfJmLmRsO8,summer,Fireflies,Owl City,0.461,0.661,0.0274,0.513,0.118,-6.8,180.118,0.0439,4,3,0.0,2,Happy
4O594chXfv4lHvneDP0Ud0,summer,Animals,Maroon 5,0.358,0.75,0.000197,0.581,0.533,-6.396,94.969,0.0377,4,4,0.0,1,Energetic
5o0oypIQQ2PgGde8wLjbhx,summer,Chloe (You're the One I Want),Emblem3,0.93,0.925,0.039,0.71,0.131,-3.329,118.024,0.0359,4,0,0.0,2,Happy
0ZFqkCpQ7YrKAm0528LREE,summer,Young Blood,The Naked And Famous,0.463,0.819,0.000175,0.592,0.717,-5.908,104.978,0.0353,4,6,0.000261,1,Energetic
2dLLR6qlu5UJ5gk0dKz0h3,summer,Royals,Lorde,0.337,0.428,0.121,0.674,0.132,-9.504,84.878,0.122,4,7,0.0,3,Sad
1RJZLVGpBG9nNZiHRQSWTp,summer,Recess,Skrillex,0.132,0.93,0.0236,0.658,0.578,-2.912,104.018,0.141,4,5,0.0,1,Energetic
3ZUMC5OazTA8QtLpdlPdz9,summer,Sleepyhead,Passion Pit,0.764,0.971,0.425,0.575,0.105,-3.261,106.052,0.11,4,8,3.4e-06,2,Happy
444P4wvSDa0SD5HE4YGx9B,summer,Come Get It Bae,Pharrell Williams,0.895,0.798,0.266,0.934,0.0962,-5.665,120.162,0.0849,4,0,4.54e-05,2,Happy
4nVBt6MZDDP6tRVdQTgxJg,summer,Story of My Life,One Direction,0.286,0.663,0.225,0.6,0.119,-5.802,121.07,0.0477,4,3,0.0,1,Energetic
56fwHfJaBpaauvFJrnwk2L,summer,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.415,0.859,0.0639,0.51,0.445,-2.479,129.968,0.0679,4,7,1.56e-05,1,Energetic
6Uy6K3KdmUdAfelUp0SeXn,summer,Brave,Sara Bareilles,0.758,0.836,0.00502,0.551,0.0425,-3.838,185.063,0.0524,4,10,2.1e-05,1,Energetic
6vSq5q5DCs1IvwKIq53hj2,summer,Animal,Miike Snow,0.654,0.721,0.0126,0.774,0.0952,-6.662,118.048,0.0773,4,6,6.49e-06,2,Happy
1hWYT0w2R0J19rlVkiez7X,summer,Battle Scars (with Guy Sebastian),Lupe Fiasco,0.494,0.811,0.186,0.517,0.105,-4.526,168.269,0.286,4,5,0.0,1,Energetic
4RnCPWlBsY7oUDdyruod7Y,summer,Drunk,Ed Sheeran,0.459,0.652,0.419,0.733,0.521,-9.101,99.998,0.0696,4,7,2.37e-06,3,Sad
5rb9QrpfcKFHM1EUbSIurX,summer,Yeah! (feat. Lil Jon & Ludacris),Usher,0.583,0.791,0.0183,0.894,0.0388,-4.699,105.018,0.112,4,2,0.0,2,Happy
4hy4fb5D1KL50b3sng9cjw,summer,Smells Like Teen Spirit,Nirvana,0.826,0.875,1.62e-05,0.48,0.103,-5.898,116.754,0.0429,4,1,0.000751,1,Energetic
0WTK0uyF22y3oZwJpzEyJa,summer,I Don't Dance,Lee Brice,0.19,0.559,0.399,0.587,0.0992,-7.742,92.036,0.0321,4,1,6.69e-06,3,Sad
3Qe097eJNp9MfpT2PieEw0,summer,Don't Ya,Brett Eldredge,0.581,0.693,0.0566,0.537,0.146,-5.256,176.004,0.0847,4,9,0.0,1,Energetic
4DBkrkVzx7jxxIjxI6FYvz,summer,This Is How We Do,Katy Perry,0.8,0.633,0.0231,0.686,0.0831,-6.073,96.027,0.0483,4,9,0.0,2,Happy
3dOAXUx7I1qnzWzxdnsyB8,summer,Lonely Boy,The Black Keys,0.607,0.872,0.00417,0.356,0.0997,-7.837,166.3,0.068,4,2,0.00975,2,Happy
5IVuqXILoxVWvWEPm82Jxr,summer,Crazy In Love (feat. Jay-Z),Beyoncé,0.681,0.77,0.00249,0.646,0.0715,-6.596,99.165,0.226,4,2,0.0,1,Energetic
0Nu9WA8kEbBWEsay2s8Q0U,summer,Even If It Breaks Your Heart,Eli Young Band,0.574,0.527,0.000159,0.495,0.1,-4.742,208.067,0.0351,4,0,0.0163,2,Happy
4KnpSJBbcpJBAjEaaJBcL8,summer,Badfish,Sublime,0.516,0.419,0.0773,0.824,0.385,-7.064,92.057,0.0676,4,11,0.000935,2,Happy
3kb38wezoUA8ki5jPYy3t5,summer,Little Secrets,Passion Pit,0.666,0.786,0.00345,0.597,0.0909,-4.248,99.888,0.0419,4,5,0.0,1,Energetic
0Nk7bSn0MItonkR0GNs3mj,summer,The Walker,Fitz and The Tantrums,0.725,0.801,0.00375,0.77,0.0515,-4.182,130.76,0.0336,4,9,0.00281,2,Happy
0BmNElDPN8uGmJtCwPY5fH,summer,Heavy Feet,Local Natives,0.233,0.623,0.319,0.49,0.0951,-7.423,164.601,0.0492,4,4,0.00602,3,Sad
5EEOjaJyWvfMglmEwf9bG3,summer,Regulate,Warren G,0.716,0.588,0.4,0.832,0.104,-10.88,95.309,0.248,4,11,0.0,2,Happy
2jZgzSxNSg1hTCq0ewWHGJ,summer,Junk Of The Heart (Happy),The Kooks,0.901,0.894,0.0212,0.604,0.0299,-5.0,145.017,0.037,4,2,0.0,1,Energetic
4An0hbjs1THl9cQprYrN6G,summer,California Dreamin',The Mamas & The Papas,0.654,0.722,0.382,0.547,0.049,-6.593,112.424,0.0389,4,1,0.0,2,Happy
6rvo2EAdn5U47Nn9kWhLpz,summer,Heartbeat,Childish Gambino,0.368,0.558,0.00339,0.794,0.0548,-6.821,119.928,0.127,4,1,0.000476,2,Happy
51UtgWS4z1eMPuLQOzPtNH,summer,Amber,311,0.748,0.727,0.119,0.659,0.1,-8.638,166.163,0.0455,4,4,0.00427,2,Happy
2goLsvvODILDzeeiT4dAoR,summer,Believe,Cher,0.459,0.917,0.0082,0.652,0.0509,-6.72,132.975,0.0548,4,6,0.0,1,Energetic
1BdfSXTVEfUMF0PUMAlB3n,swedish,Du är allt,Sonja Aldén,0.268,0.178,0.93,0.502,0.284,-9.73,118.064,0.038,4,9,0.0,3,Sad
2HPAh1McbKtt9z6byoOiM4,swedish,Vart du än går,Niklas Strömstedt,0.592,0.61,0.549,0.527,0.123,-7.614,87.002,0.025,4,9,1.52e-06,3,Sad
4sHGVynh7sB02z9xpMJmdF,swedish,12/12,General Knas,0.932,0.746,0.0857,0.704,0.374,-8.357,141.035,0.0922,3,5,0.0,2,Happy
5PAutulrkr7EIFnmu1n2GG,swedish,Änglahund,Hasse Andersson,0.579,0.579,0.0146,0.588,0.233,-7.878,89.069,0.0347,4,0,0.0,2,Happy
5Mw3OMg0j3rJQzC54SO4Eb,swedish,För kärlekens skull,Ted Gärdestad,0.229,0.375,0.717,0.269,0.132,-10.428,158.593,0.0312,4,0,0.000232,3,Sad
4nXeZFbbcZNvX4nHMJR5xJ,swedish,Jag är en vampyr,Markus Krunegård,0.485,0.872,0.0287,0.468,0.542,-5.601,164.639,0.095,4,7,4.73e-06,1,Energetic
1jJXixRlgZuqWlYwKM94Dz,swedish,Under löven,Melissa Horn,0.547,0.428,0.682,0.627,0.103,-12.31,90.652,0.0511,4,10,0.0513,3,Sad
7rtFbbJ1EIexMwWWJ7s37u,swedish,Ulla och Åke,Oskar Linnros,0.415,0.262,0.82,0.495,0.102,-14.312,169.867,0.0413,3,11,0.911,0,Calm
1aLiyEHZiPSt9qe7YaaweI,swedish,Snälla snälla,Caroline af Ugglas,0.167,0.206,0.621,0.491,0.14,-13.956,151.896,0.0405,3,8,0.000159,3,Sad
2lcIabXcAraePwjGW4XmU1,swedish,Baby?,Newkid,0.727,0.762,0.0286,0.597,0.107,-5.587,144.895,0.0467,4,0,0.0,2,Happy
0P6pSCnUMfJ90K49L50f8M,swedish,Norrländska präriens gudinna,Maja Ivarsson,0.697,0.699,0.0258,0.719,0.104,-5.993,124.978,0.0263,4,9,0.0067,2,Happy
0wnKNQ5YfXy1QTVC8yjkaq,swedish,Hos dig är jag underbar,Patrik Isaksson,0.33,0.677,0.00557,0.498,0.166,-6.385,135.969,0.0392,4,1,0.00218,1,Energetic
7rMB8ClW6M0jO31SWrMYae,swedish,För sent,Oskar Linnros,0.819,0.851,0.00782,0.711,0.146,-3.975,115.966,0.0437,4,5,0.000195,1,Energetic
2rgqPSIRAfaO2MGo9smdSX,swedish,Dancing Queen,ABBA,0.71,0.933,0.177,0.512,0.573,-4.343,100.543,0.0504,4,9,0.00129,1,Energetic
1sN1p202c5ditf0rubMnco,swedish,Pokerkväll I Vårby Gård,Florence Valentin,0.877,0.922,0.0918,0.412,0.0433,-2.895,169.303,0.202,4,9,0.0,1,Energetic
38XU6mBWpAreQm8veBqB93,swedish,Jag kommer,Veronica Maggio,0.865,0.869,0.00429,0.566,0.126,-6.443,151.068,0.0716,4,3,1.43e-05,1,Energetic
2TzjPxQFukz0habQRkxhU7,swedish,Du är snart där,Håkan Hellström,0.285,0.555,0.141,0.257,0.229,-6.301,141.831,0.0374,4,4,0.000347,3,Sad
4ZALd5LmXSciq8xuorcS0K,swedish,Hon gör allt för att göra mig lycklig,Tomas Ledin,0.705,0.658,0.0203,0.769,0.0642,-9.163,104.002,0.0469,4,9,0.0016,2,Happy
5yVkWdTFlPrnUjnA24ta3M,swedish,Upp över mina öron,Orup,0.981,0.935,0.119,0.722,0.389,-4.004,136.002,0.0364,4,0,0.0,2,Happy
644JEVc4bOH7JlfxYqNV9K,swedish,1:a gången,Magnus Uggla,0.221,0.312,0.377,0.567,0.0771,-9.268,131.906,0.0317,4,9,0.0,3,Sad
7mDsQh8ZNJsFgbp5iTuSET,swedish,Bängen trålar,Nationalteatern,0.933,0.517,0.553,0.747,0.0864,-15.464,113.879,0.0425,4,9,0.000722,2,Happy
57LgaaKW9ojtIifYowaTcI,swedish,Little Willie John,Peter LeMarc,0.508,0.737,0.118,0.503,0.164,-4.034,78.027,0.0438,4,4,2.35e-05,1,Energetic
3shiYZi7Yu2fTQXc563TAg,swedish,Framåt För Evigt,Kapten Röd,0.72,0.566,0.257,0.588,0.276,-8.674,163.7,0.355,4,7,0.0,2,Happy
1Yc4z9MWH2gtGzLY2RjGqW,swedish,Utan dina andetag,kent,0.391,0.68,0.000742,0.26,0.173,-5.488,174.824,0.0307,4,7,0.000462,1,Energetic
0LObyCN68g1m1YSs83rkkc,swedish,Vem ska jag tro på?,Di Leva,0.602,0.708,0.0426,0.413,0.152,-11.787,181.932,0.0912,4,1,0.000263,2,Happy
6Z82jMVP2OR985lUg7Szm6,swedish,Krama dej,Björn Skifs,0.964,0.738,0.0782,0.67,0.0691,-6.679,107.719,0.0417,4,10,0.0,2,Happy
2yz5IaQLnO8WBCIWMXoRBS,swedish,Känn ingen sorg för mig Göteborg,Håkan Hellström,0.503,0.824,0.000605,0.242,0.286,-4.151,119.036,0.0481,4,0,1.4e-05,1,Energetic
1qIAqSCPcRkkNU8dj5pIOC,swedish,Gubben i lådan,Daniel Adams-Ray,0.562,0.629,0.00548,0.459,0.35,-5.492,84.935,0.0277,4,10,0.0,3,Sad
6Ac4NVYYl2U73QiTt11ZKd,swedish,Hooked On A Feeling,Blue Swede,0.933,0.82,0.261,0.547,0.3,-6.728,118.208,0.0805,4,8,0.0,2,Happy
0fbyHCbGs4F9B8I2BqAvOq,swedish,Ett Snedsteg Bort,Kapten Röd,0.727,0.512,0.426,0.653,0.0802,-8.355,169.941,0.515,4,8,0.0,2,Happy
0SMs1eUeMnSlMhr3ZZXJgC,swedish,Fula gubbar,Magnus Uggla,0.727,0.731,0.222,0.77,0.46,-3.613,138.111,0.0396,4,4,0.0,2,Happy
5N50bLMswtMN06xaUvwjeE,swedish,Spring,Timbuktu,0.506,0.83,0.0876,0.77,0.0566,-3.975,140.071,0.307,4,0,2.32e-06,2,Happy
16UTCTMIxDzMjEQo2tHf8P,swedish,Somliga går med trasiga skor,Cornelis Vreeswijk,0.611,0.304,0.906,0.537,0.102,-15.141,140.202,0.0414,3,8,0.0036,3,Sad
1Qvm4bn4orj6IZLtGdIcD7,swedish,Drömmen om Elin,Various Artists,0.697,0.286,0.598,0.246,0.0836,-9.494,163.196,0.0303,3,10,0.0,3,Sad
00WWmFL9iwcZCsDGTxkwPc,swedish,Logiskt,Petter,0.646,0.719,0.613,0.729,0.138,-6.662,90.955,0.147,4,11,0.0,2,Happy
0qNhAdjq0R7iBGOM1X44I4,swedish,Ödet var min väg,Nordman,0.744,0.601,0.0276,0.429,0.249,-5.542,199.916,0.03,4,10,0.0,2,Happy
4oxpQ0HQymKMPaY9QKwYmq,swedish,Längst fram i taxin,Snook,0.923,0.678,0.0462,0.825,0.076,-7.406,125.063,0.123,4,10,0.00193,2,Happy
5B6ApRNK2q36jrNhklL9oa,swedish,Norrländska präriens gudinna,Olle Ljungström,0.906,0.834,0.0888,0.598,0.119,-6.433,131.954,0.0293,4,9,0.0,2,Happy
0LPRlUS1zVjMC4z5X7L5sG,swedish,Kom,Timoteij,0.75,0.919,0.00829,0.604,0.419,-2.944,100.008,0.0478,4,11,5.2e-05,1,Energetic
0YbXhXJkiD7Ne8EfRl74bo,swedish,Ta av dej skorna!,Povel Ramel,0.857,0.302,0.834,0.553,0.122,-14.165,148.194,0.0644,4,7,0.0,3,Sad
6biS5y3x4QAPbcq02c0aPA,swedish,Rytmen av ett regn,Various Artists,0.714,0.973,0.339,0.673,0.336,-5.366,143.446,0.064,4,7,6.25e-06,1,Energetic
3zgJHNEorjbLLThp6TiMhz,swedish,800°,Ebba Grön,0.352,0.845,0.0285,0.334,0.179,-12.563,169.503,0.0625,4,4,0.0,2,Happy
4xGy6J9g7Qu3WtEUb3iUeJ,swedish,Fröken Fräken,Sven-Ingvars,0.857,0.344,0.762,0.507,0.109,-13.988,120.889,0.0511,4,9,0.0,3,Sad
1pK5gULu87MbiONEUeOQyD,swedish,Felicia adjö,Cornelis Vreeswijk,0.721,0.415,0.656,0.851,0.107,-9.685,130.082,0.0535,4,2,0.137,3,Sad
2b712q3E27nyW6LGsZxr0y,swedish,Dancing On My Own,Robyn,0.261,0.865,0.0743,0.687,0.0966,-4.663,117.015,0.0349,4,6,0.225,2,Happy
4kgp56W9TTeXcHesZmfyv7,swedish,Repa skivan,Petter,0.839,0.71,0.0966,0.777,0.444,-6.4,110.96,0.0875,4,10,0.0,2,Happy
